user_name,user_label,user_comment_time
AlexZ11,kind/bug,2020-07-09T14:36:04+08:00
AlexZ11,block,2020-07-09T14:36:04+08:00
AlexZ11,kind/bug,2020-07-25T18:16:31+08:00
AlexZ11,block,2020-07-25T18:16:31+08:00
AlexZ11,discussion,2020-06-29T22:17:03+08:00
AlexZ11,issue_wontfix,2020-06-29T22:17:03+08:00
AlexZ11,openEuler-20.03-LTS,2020-06-29T22:17:03+08:00
AlexZ11,issue_needinfo,2020-08-06T20:09:30+08:00
AlexZ11,issue_needinfo,2021-06-05T15:07:15+08:00
AlexZ11,sig/kernel,2020-04-14T21:58:58+08:00
AlexZ11,kind/failing-test,2020-05-29T15:48:15+08:00
AlexZ11,discussion,2020-05-29T15:48:15+08:00
AlexZ11,kind/failing-test,2020-06-01T16:35:52+08:00
AlexZ11,discussion,2020-06-01T16:35:52+08:00
AlexZ11,kind/failing-test,2020-07-09T17:32:50+08:00
AlexZ11,discussion,2020-07-09T17:32:50+08:00
AlexZ11,kind/failing-test,2020-07-31T09:42:48+08:00
AlexZ11,discussion,2020-07-31T09:42:48+08:00
AlexZ11,question,2020-06-29T22:32:03+08:00
AlexZ11,question,2020-06-29T22:41:14+08:00
AlexZ11,block,2020-11-28T11:26:54+08:00
AlexZ11,block,2020-11-28T18:06:25+08:00
BenchMarkFather,CVE/FIXED,2021-02-23T09:26:41+08:00
BenchMarkFather,build/optimization,2021-03-09T20:00:08+08:00
BenchMarkFather,build/optimization,2021-03-09T20:00:41+08:00
BenchMarkFather,build/optimization,2021-03-10T13:47:07+08:00
Charlie_li,kind/bug,2020-07-17T11:47:34+08:00
Charlie_li,kind/bug,2020-07-17T11:46:11+08:00
Charlie_li,kind/bug,2020-07-17T11:41:16+08:00
Charlie_li,kind/bug,2020-09-14T17:44:07+08:00
Charlie_li,kind/bug,2020-07-17T11:28:17+08:00
Charlie_li,kind/bug,2020-09-14T17:42:04+08:00
Charlie_li,kind/bug,2020-07-17T10:52:35+08:00
Charlie_li,block,2020-07-17T10:52:35+08:00
Charlie_li,kind/bug,2020-07-27T09:44:52+08:00
Charlie_li,block,2020-07-27T09:44:52+08:00
Charlie_li,kind/bug,2020-07-17T11:03:38+08:00
Charlie_li,kind/bug,2020-09-14T17:40:57+08:00
Charlie_li,kind/bug,2020-07-15T14:50:42+08:00
Charlie_li,kind/bug,2020-07-16T09:50:52+08:00
Charlie_li,kind/bug,2020-07-17T16:26:44+08:00
Charlie_li,kind/bug,2020-07-17T09:40:31+08:00
Charlie_li,kind/bug,2020-07-17T09:30:57+08:00
Charlie_li,kind/bug,2020-07-17T09:19:42+08:00
Charlie_li,regression-failed,2021-03-18T14:55:39+08:00
Charlie_li,issue_needinfo,2020-10-13T16:54:47+08:00
Charlie_li,block,2020-10-13T16:54:47+08:00
Charlie_li,discussion,2020-10-13T16:54:47+08:00
Charlie_li,discussion,2020-03-14T17:24:42+08:00
Charlie_li,discussion,2020-09-14T17:26:58+08:00
Charlie_li,kind/bug,2020-09-14T17:13:25+08:00
Charlie_li,discussion,2020-09-14T17:13:25+08:00
Charlie_li,kind/bug,2020-07-20T17:01:26+08:00
Charlie_li,kind/bug,2020-08-01T11:36:33+08:00
Charlie_li,kind/bug,2020-09-14T17:56:07+08:00
Charlie_li,kind/bug,2020-07-20T12:13:55+08:00
Charlie_li,kind/feature,2020-05-11T10:15:12+08:00
Charlie_li,kind/bug,2020-09-14T17:17:50+08:00
Charlie_li,kind/bug,2020-09-14T17:45:12+08:00
Charlie_li,kind/bug,2020-08-24T10:30:02+08:00
Charlie_li,20.03-LTS-SP1,2020-08-17T21:02:44+08:00
Charlie_li,approved,2020-08-17T21:02:44+08:00
Charlie_li,openEuler-20.09,2020-09-05T16:50:58+08:00
Charlie_li,openEuler-20.03-LTS,2021-04-27T14:44:50+08:00
Charlie_li,20.03-LTS-SP1,2021-04-20T15:47:54+08:00
Charlie_li,kind/design,2021-04-27T14:41:55+08:00
Charlie_li,discussion,2021-04-27T14:43:04+08:00
Charlie_li,openEuler-20.03-LTS,2021-04-27T14:43:42+08:00
Charlie_li,kind/bug,2020-03-14T17:59:15+08:00
Charlie_li,sig/Base-service,2021-06-17T16:08:06+08:00
Charlie_li,discussion,2020-09-14T17:22:43+08:00
Charlie_li,discussion,2020-09-14T17:20:27+08:00
Charlie_li,kind/bug,2020-05-14T09:06:21+08:00
Charlie_li,block,2020-09-14T12:03:51+08:00
Charlie_li,sig/Networking,2021-06-16T21:07:36+08:00
Charlie_li,sig/sig-DDE,2021-06-17T16:19:26+08:00
Charlie_li,sig/sig-Java,2021-07-24T16:32:33+08:00
Chuan-Zheng,sig/Virt,2021-06-15T19:31:20+08:00
Chuan-Zheng,discussion,2021-06-15T19:31:20+08:00
Classicriver_jia,regression-failed,2020-09-17T14:37:30+08:00
Classicriver_jia,issue_needinfo,2021-03-10T16:38:11+08:00
Classicriver_jia,kind/bug,2020-01-07T18:05:24+08:00
HuaxinLuGitee,regression-failed,2020-12-07T09:25:05+08:00
LemmyHuang,discussion,2021-02-09T10:38:21+08:00
LemmyHuang,20.03-LTS-SP1,2021-03-17T11:26:21+08:00
LemmyHuang,CVE/FIXED,2020-12-28T15:23:33+08:00
LemmyHuang,approved,2020-12-28T15:30:39+08:00
LemmyHuang,CVE/FIXED,2020-12-28T15:03:57+08:00
LemmyHuang,approved,2020-12-28T15:34:47+08:00
LemmyHuang,approved,2020-12-28T15:33:04+08:00
LemmyHuang,CVE/FIXED,2020-12-28T15:07:00+08:00
LemmyHuang,CVE/FIXED,2020-12-28T15:09:03+08:00
LemmyHuang,approved,2020-12-28T15:29:14+08:00
LemmyHuang,approved,2020-12-28T15:26:38+08:00
LemmyHuang,CVE/FIXED,2020-12-28T15:14:01+08:00
Ronnie_Jiang,kind/feature,2020-06-22T11:22:14+08:00
Ronnie_Jiang,openEuler-20.03-LTS,2020-08-29T16:26:16+08:00
Ronnie_Jiang,kind/feature,2020-09-08T09:39:21+08:00
Ronnie_Jiang,approved,2020-09-08T09:39:21+08:00
Ronnie_Jiang,20.03-LTS-SP1,2020-09-08T09:39:21+08:00
SuperSix173,20.03-LTS-SP1,2021-03-09T10:28:18+08:00
TommyLike,question,2019-09-21T17:43:06+08:00
TommyLike,question,2019-11-26T17:19:44+08:00
TommyLike,help-wanted,2019-11-26T17:19:44+08:00
TommyLike,question,2019-11-26T17:33:43+08:00
TommyLike,help-wanted,2019-11-26T17:33:43+08:00
TommyLike,kind/feature,2021-07-29T14:41:53+08:00
TommyLike,feature,2019-09-10T15:19:46+08:00
TommyLike,feature,2019-09-10T17:30:38+08:00
TommyLike,feature,2019-09-12T13:31:22+08:00
TommyLike,kind/feature,2020-01-02T17:11:22+08:00
TommyLike,kind/bug,2021-02-08T15:58:33+08:00
TommyLike,priority/high,2021-02-08T15:58:33+08:00
alec-z,help-wanted,2021-05-17T20:51:27+08:00
alec-z,help-wanted,2021-05-17T21:03:02+08:00
alec-z,help-wanted,2021-06-04T12:07:58+08:00
alec-z,sig/sig-compliance,2021-06-04T12:15:10+08:00
anchuanxu,sig/sig-ROS,2021-05-27T19:28:47+08:00
anchuanxu,sig/sig-ROS,2021-05-27T19:28:57+08:00
angela7,sig/sig-Rust,2021-06-12T14:55:19+08:00
angela7,sig/sig-Rust,2021-06-12T14:49:51+08:00
angela7,CVE/UNAFFECTED,2021-03-22T19:39:49+08:00
angela7,CVE/FIXED,2021-01-21T16:38:36+08:00
angela7,CVE/UNAFFECTED,2021-06-01T17:05:45+08:00
angela7,CVE/UNAFFECTED,2021-06-01T17:07:08+08:00
angela7,sig/Base-service,2021-07-23T14:51:41+08:00
angela7,CVE/FIXED,2021-07-23T14:51:41+08:00
angela7,sig/Base-service,2021-07-23T14:53:01+08:00
angela7,CVE/FIXED,2021-07-23T14:53:01+08:00
angela7,CVE/UNFIXED,2020-10-31T14:17:27+08:00
angela7,CVE/FIXED,2020-11-19T09:17:18+08:00
angela7,CVE/FIXED,2020-11-19T14:55:11+08:00
angela7,CVE/FIXED,2021-02-09T11:08:24+08:00
angela7,CVE/FIXED,2021-02-08T17:00:24+08:00
angela7,CVE/UNAFFECTED,2021-03-24T15:03:36+08:00
angela7,CVE/UNAFFECTED,2021-05-12T15:42:08+08:00
angela7,CVE/FIXED,2021-02-09T10:03:18+08:00
angela7,CVE/FIXED,2021-02-09T11:04:30+08:00
angela7,CVE/FIXED,2021-07-19T09:47:20+08:00
angela7,CVE/FIXED,2021-07-19T09:47:30+08:00
angela7,CVE/FIXED,2021-07-19T09:48:44+08:00
angela7,CVE/FIXED,2021-07-20T15:19:51+08:00
angela7,CVE/UNAFFECTED,2021-02-18T19:44:56+08:00
angela7,CVE/FIXED,2021-02-09T11:06:16+08:00
angela7,CVE/UNAFFECTED,2021-01-14T14:42:18+08:00
angela7,CVE/UNAFFECTED,2021-01-14T16:55:32+08:00
angela7,CVE/UNFIXED,2020-10-30T10:12:11+08:00
angela7,CVE/UNFIXED,2020-10-30T10:11:20+08:00
angela7,CVE/UNFIXED,2020-10-30T10:10:46+08:00
angela7,CVE/UNFIXED,2020-10-30T10:03:08+08:00
angela7,CVE/UNFIXED,2020-10-30T10:02:21+08:00
angela7,CVE/UNFIXED,2020-10-30T10:00:39+08:00
angela7,CVE/UNFIXED,2020-10-30T09:59:08+08:00
angela7,CVE/UNFIXED,2020-10-30T09:56:24+08:00
angela7,CVE/UNFIXED,2020-10-30T09:55:49+08:00
angela7,CVE/UNFIXED,2020-10-30T09:55:08+08:00
angela7,CVE/UNFIXED,2020-10-30T09:52:42+08:00
angela7,CVE/UNFIXED,2020-10-30T09:49:27+08:00
angela7,CVE/UNFIXED,2020-10-30T09:48:16+08:00
angela7,CVE/UNFIXED,2020-10-30T09:47:36+08:00
angela7,CVE/UNFIXED,2020-10-30T09:26:14+08:00
angela7,CVE/UNFIXED,2020-10-30T09:24:57+08:00
angela7,CVE/UNFIXED,2020-10-30T09:24:00+08:00
angela7,CVE/UNFIXED,2020-10-30T09:22:12+08:00
angela7,CVE/UNFIXED,2020-10-30T09:18:01+08:00
angela7,CVE/UNFIXED,2020-10-30T09:16:27+08:00
angela7,CVE/UNFIXED,2020-10-30T09:15:40+08:00
angela7,CVE/UNFIXED,2020-10-30T09:14:08+08:00
angela7,CVE/UNFIXED,2020-10-30T09:10:38+08:00
angela7,CVE/UNFIXED,2020-10-30T09:09:47+08:00
angela7,CVE/UNFIXED,2020-10-30T09:08:38+08:00
angela7,CVE/FIXED,2020-10-30T09:35:54+08:00
angela7,CVE/FIXED,2020-10-30T09:36:51+08:00
angela7,CVE/FIXED,2020-10-30T15:34:04+08:00
angela7,CVE/UNAFFECTED,2020-10-30T15:30:32+08:00
angela7,CVE/UNFIXED,2021-06-07T11:52:15+08:00
angela7,CVE/UNFIXED,2021-06-07T11:52:33+08:00
angela7,CVE/UNFIXED,2021-06-07T11:52:38+08:00
angela7,CVE/UNFIXED,2021-06-07T11:52:51+08:00
angela7,CVE/UNFIXED,2021-06-07T11:53:03+08:00
angela7,CVE/UNFIXED,2021-06-07T11:53:10+08:00
angela7,CVE/UNFIXED,2021-06-07T11:53:21+08:00
angela7,CVE/UNFIXED,2021-06-07T11:53:40+08:00
angela7,CVE/UNFIXED,2021-06-07T11:53:51+08:00
angela7,CVE/UNFIXED,2021-06-07T11:54:23+08:00
angela7,CVE/UNFIXED,2021-06-07T11:54:38+08:00
angela7,CVE/UNFIXED,2021-06-07T11:54:50+08:00
angela7,CVE/UNFIXED,2021-06-07T11:54:59+08:00
angela7,CVE/UNFIXED,2021-06-07T11:55:41+08:00
angela7,CVE/UNFIXED,2021-06-07T11:55:53+08:00
angela7,CVE/UNFIXED,2021-06-07T11:56:06+08:00
angela7,CVE/UNFIXED,2021-06-07T11:56:35+08:00
angela7,CVE/UNFIXED,2021-06-07T11:56:42+08:00
angela7,CVE/UNFIXED,2021-06-07T14:07:20+08:00
angela7,CVE/UNFIXED,2021-06-07T14:07:49+08:00
angela7,CVE/UNFIXED,2021-06-07T14:07:59+08:00
angela7,CVE/UNFIXED,2021-06-07T14:09:19+08:00
angela7,CVE/UNFIXED,2021-06-07T14:09:29+08:00
